invokerItems,invokerSideHero1,invokerSideHero1Steam,invokerSideHero2,invokerSideHero2Steam,invokerSideHero3,invokerSideHero3Steam,invokerSideHero4,invokerSideHero4Steam,invokerSideRadiant,matchId,otherSideHero1,otherSideHero1Steam,otherSideHero2,otherSideHero2Steam,otherSideHero3,otherSideHero3Steam,otherSideHero4,otherSideHero4Steam,otherSideHero5,otherSideHero5Steam
"[20, 15, 76, 16, 39, 20, 34, 36, 29, 39, 46, 265, 42, 38, 46, 25, 64, 38, 65, 38, 60, 46, 23, 21, 22, 108, 46, 46, 47, 48, 8, 21, 115, 116, 56, 57, 69, 122, 24, 123]",7,142624130,45,129705032,104,105392494,71,304843365,False,3299513244,1,308222187,27,45946569,60,35772874,88,344475448,13,162487483
"[20, 15, 76, 16, 39, 20, 34, 44, 36, 29, 265, 38, 42, 25, 38, 64, 38, 65, 57, 60, 23, 21, 22, 108, 46, 47, 48, 1]",7,387624608,2,244857272,27,86923707,15,151801952,True,3325809590,83,101875787,25,346392468,53,164402050,70,218245895,79,135694301
"[20, 15, 76, 16, 237, 39, 29, 25, 38, 46, 46, 64, 65, 46, 257, 60, 46, 23, 21, 22, 108, 46, 47, 48, 56, 57, 69, 122, 24, 123, 118, 9, 58, 119, 61, 59, 60, 129, 58, 235, 56, 57, 69, 57, 69, 109, 110]",14,82203429,70,123810130,21,254530372,84,119698507,False,3315340224,93,278916392,39,296412444,5,370572177,64,131242998,7,149351091
"[20, 15, 76, 237, 16, 39, 46, 20, 15, 76, 77, 46, 29, 20, 34, 36, 46, 25, 64, 65, 60, 23, 46, 21, 22, 108, 46, 47, 48, 24, 56, 57, 57, 69, 122, 123, 9, 29, 47, 48, 118, 9, 58, 119, 60, 61, 59, 129, 58, 235, 57, 58, 24, 96]",7,49155678,50,64509042,58,329790728,109,129721380,True,3296768978,39,213673429,106,63742614,55,121407158,37,112464030,14,402405989
"[20, 15, 76, 16, 44, 20, 15, 76, 77, 20, 34, 36, 29, 25, 46, 64, 65, 38, 23, 21, 22, 60, 108, 46, 46, 47, 48, 57, 23, 244, 99, 100, 24, 56, 57, 122, 69, 123]",96,147327628,95,182924327,23,317661466,5,224905621,True,3310605286,14,237818114,7,211562571,31,116337397,39,130190766,8,406082399
"[20, 15, 76, 16, 39, 20, 34, 16, 36, 29, 46, 265, 38, 25, 46, 64, 38, 65, 60, 46, 23, 21, 22, 108, 46, 47, 48, 23, 57, 244, 99, 100, 56, 57, 69, 122, 24, 123, 59, 60, 58, 61, 59, 129, 235, 58, 24, 57, 96, 56, 57, 109, 69, 110]",5,2984417,16,115506208,32,135280668,54,113732674,False,3290903536,39,92278916,4,39105103,64,86692729,22,104576436,47,40348896
"[20, 15, 76, 16, 39, 39, 44, 38, 29, 265, 38, 38, 20, 34, 39, 36, 25, 46, 46, 64, 65, 57, 46, 38, 38, 23, 60, 21, 22, 108, 47, 48]",52,87197791,86,171345274,32,35504297,8,344360262,False,3320132602,88,29149765,41,94786276,23,184375674,101,300891976,25,26316691
"[15, 20, 16, 76, 38, 29, 265, 25, 46, 46, 64, 65, 38, 60, 21, 23, 38, 22, 22, 108, 46, 46, 47, 48, 58, 9, 118, 119, 24, 122, 56, 57, 69, 123]",16,181522128,3,112562523,65,311236557,18,103651950,True,3322065916,40,96183976,114,113112046,86,123787715,23,11550182,55,51836201
"[20, 15, 76, 16, 237, 39, 29, 38, 25, 64, 65, 46, 46, 60, 21, 46, 23, 22, 108, 46, 1, 47, 48, 56, 57, 69, 122, 24, 123, 24, 57, 58, 57, 96]",101,184652576,48,196464996,53,123501262,5,368005867,True,3293246475,93,86894711,86,147240574,23,95738461,17,121274651,7,113718527
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 29, 20, 34, 36, 265, 25, 64, 65, 38, 23, 60, 21, 22, 46, 22, 108, 47, 48, 23, 244, 99, 57, 100, 24, 122, 56, 57, 69, 123, 1, 58, 61, 59, 60, 129, 235]",90,209933837,1,386808250,2,151771762,50,318724792,True,3309327372,7,170513496,4,293585742,100,123516566,88,128987011,5,368491458
"[20, 15, 76, 16, 39, 29, 46, 265, 44, 42, 43, 218, 20, 16, 34, 36, 46, 25, 38, 64, 46, 65, 60, 23, 21, 22, 42, 108, 47, 48, 23, 56, 101, 102, 24, 122, 57, 56, 69, 123]",5,202622153,44,150998763,51,182430315,4,171393544,False,3304535097,32,166970849,13,103812784,86,123777361,16,112286307,93,122417719
"[20, 15, 76, 16, 237, 39, 29, 20, 15, 76, 77, 20, 16, 34, 38, 36, 25, 46, 64, 65, 60, 23, 21, 22, 108, 47, 48, 23, 57, 244, 99, 100, 61, 59, 60, 129, 58, 235]",51,117001234,15,393991614,23,144870263,14,135041387,False,3321287755,27,133722530,39,108421085,104,113970000,50,145234270,95,73183075
"[20, 15, 76, 16, 39, 20, 15, 76, 76, 77, 39, 29, 46, 46, 46, 265, 265, 46, 20, 46, 20, 34, 36, 25, 46, 46, 64, 65, 46, 46, 60, 23, 21, 21, 22, 108, 47, 48, 244, 56, 57, 122, 69, 24, 123, 58, 61, 59, 60, 129, 235, 23, 56, 101, 102]",110,102343961,1,102123589,62,86758591,26,136787645,False,3302724689,32,157209649,8,232019201,36,153534695,108,200437686,86,181518882
"[20, 15, 76, 237, 16, 39, 29, 39, 38, 34, 25, 64, 38, 65, 23, 244, 57, 99, 46, 100, 60, 46, 23, 21, 22, 108, 47, 48, 1]",37,134863657,86,343259930,56,249123300,69,236597573,True,3300389974,84,109774650,25,252435044,2,109077832,75,161156534,6,131130684
"[11, 12, 238, 44, 20, 14, 74, 15, 76, 16, 237, 16, 237, 39, 20, 14, 74, 75, 265, 29, 28, 12, 88, 38, 212, 25, 46, 64, 46, 65, 42, 60, 46, 46, 21, 23, 22, 46, 108, 46, 46, 47, 48, 1, 24, 56, 57, 122, 69, 123, 61, 59, 60, 129, 58, 235]",114,330970027,21,89990613,6,65976924,27,101110098,False,3302618204,105,156318846,86,304428831,77,87038697,34,312187471,16,86739552
"[20, 15, 76, 16, 39, 29, 265, 20, 34, 36, 25, 46, 64, 38, 65, 60, 23, 46, 21, 22, 108, 46, 47, 48, 24, 56, 57, 69, 122, 123, 23, 56, 101, 102, 21, 8, 115, 116, 9, 58, 118, 119]",9,286032468,16,369084501,4,102191684,87,75879753,True,3289330783,65,93844612,5,101655202,107,126417273,54,155787222,25,175544300
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 38, 29, 25, 38, 46, 64, 38, 65, 38, 60, 46, 23, 38, 21, 46, 22, 38, 108, 46, 46, 1, 46, 47, 48, 56, 57, 69, 122, 46, 24, 123, 57]",36,93704137,71,119665728,40,92897724,86,360433808,True,3323909277,68,111810822,16,107068931,114,295697470,81,201085092,7,130001137
"[20, 15, 76, 16, 39, 44, 46, 20, 34, 38, 36, 265, 46, 29, 25, 38, 46, 46, 38, 46, 64, 46, 65, 57, 46, 38, 46, 23, 56, 101, 102, 22, 60, 23, 21, 22, 108, 24, 56, 122, 69, 123, 21, 8, 115, 116, 46, 47, 48, 58, 61, 59, 60, 129, 235, 1]",33,129340473,40,118370366,23,99394623,28,116876282,True,3291297034,51,144205561,14,425462898,3,75909976,36,86751819,34,219954803
"[20, 15, 76, 16, 44, 20, 15, 46, 76, 77, 20, 34, 265, 36, 38, 46, 29, 25, 46, 64, 65, 47, 48, 60, 23, 21, 22, 108, 56, 57, 122, 69, 24, 123, 1, 21, 8, 115, 116, 58, 61, 59, 60, 129, 235]",86,384206053,84,343598008,51,97647207,44,102034333,False,3293295897,28,199267308,18,101763594,22,389170738,4,178100941,39,28302100
"[20, 15, 76, 16, 237, 29, 46, 46, 265, 2, 2, 50, 20, 12, 91, 92, 20, 16, 34, 36, 46, 25, 46, 64, 65, 60, 46, 46, 46, 23, 21, 22, 46, 108]",9,169215506,56,409048130,79,124514968,88,159287108,True,3311768905,27,331683039,94,124154196,95,86353905,14,126581455,16,76936221
"[20, 15, 76, 16, 16, 20, 15, 77, 76, 16, 39, 20, 15, 76, 77, 46, 29, 25, 46, 43, 46, 64, 38, 65, 38, 38, 60, 21, 39, 46, 23, 22, 46, 108, 46, 1, 47, 48, 24, 57, 56, 122, 69, 123, 118, 9, 58, 119, 58, 61, 59, 60, 129, 235, 56, 57, 109, 69, 110, 21, 8, 115, 116]",22,78937420,104,285587928,87,48107397,40,113995822,True,3302036824,95,56939869,110,107269778,90,134121021,8,96183976,114,312323832
"[20, 15, 76, 16, 39, 20, 34, 36, 38, 29, 25, 38, 46, 46, 64, 38, 65, 46, 216, 46, 60, 23, 21, 22, 46, 108, 23, 46, 56, 101, 102, 46, 47]",75,152960698,5,95829379,100,86918631,64,370165392,True,3300521322,7,169025618,49,65976924,70,91234552,83,175095926,27,86788862
"[20, 15, 76, 16, 39, 29, 38, 20, 34, 36, 38, 25, 38, 64, 38, 65, 25, 17, 38, 63, 3, 2, 148, 149, 46, 21, 18, 236, 46, 245, 10, 28, 19, 28, 19, 67, 19, 10, 67, 97, 98, 250, 46, 23, 56, 101, 102, 262, 263, 46, 24]",48,87462939,71,87476743,55,117632983,5,100042460,True,3289232770,113,99710841,114,56998777,106,16687215,53,68559093,7,123256858
"[20, 15, 76, 16, 39, 20, 34, 29, 16, 265, 38, 36, 46, 25, 265, 64, 38, 65, 60, 23, 21, 22, 38, 108, 23, 57, 244, 47, 99, 100, 48, 58, 61, 59, 60, 129, 235, 1, 21, 8, 115, 116, 56, 57, 69, 56, 57, 109, 69, 110]",104,101245731,63,350947485,27,83101662,75,100371547,True,3319920012,20,314396206,6,101865953,9,90784056,53,93780001,25,44213839
"[20, 15, 76, 16, 237, 39, 46, 34, 20, 16, 16, 29, 265, 36, 46, 25, 38, 64, 38, 65, 46, 38, 60, 21, 23, 46, 22, 265, 108, 38, 46, 23, 57, 244, 99, 100, 46, 47, 48]",8,101603193,108,196713574,51,101717646,84,181145254,False,3318101415,71,95204221,93,87791859,7,90014827,39,405020243,92,74329252
"[20, 15, 76, 16, 39, 29, 28, 12, 88, 38, 46, 46, 244, 25, 265, 38, 46, 38, 46, 64, 65, 23, 38, 57, 46, 46, 99, 46, 100, 47, 48, 60, 23, 21, 22, 108, 24, 122, 56, 57, 69, 123, 21, 8, 115, 116, 1]",75,173991850,106,86953613,88,91454446,21,309217939,True,3297154487,7,117986722,71,286094146,69,191072766,8,137855976,95,141824559
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 29, 46, 25, 64, 65, 38, 38, 60, 46, 23, 21, 22, 46, 108, 47, 48, 23, 57, 244, 99, 100, 118, 9, 58, 119, 61, 59, 60, 129, 58, 235, 23, 56, 101, 102]",71,78534388,88,111299886,102,290594948,7,123787715,False,3307804142,78,316158206,95,122374521,101,89390985,46,71667881,75,146134961
"[20, 15, 76, 16, 237, 20, 39, 46, 15, 76, 77, 46, 46, 29, 25, 46, 64, 65, 29, 46, 38, 60, 46, 188, 23, 21, 188, 22, 40, 108, 57, 46, 23, 244, 244, 244, 99, 100, 9, 188, 47, 48, 118, 58, 119, 38, 47, 220, 21, 8, 115, 116]",32,117380234,4,62776201,26,77363541,61,111680138,True,3301774832,84,115305399,62,75378194,7,184396254,44,107943948,114,314700869
"[20, 15, 76, 16, 39, 29, 20, 34, 16, 244, 38, 36, 46, 25, 46, 46, 46, 64, 38, 65, 23, 57, 38, 99, 100, 46, 60, 23, 21, 22, 108, 47, 48, 56, 57, 69, 122, 24, 123, 24, 57, 58]",42,113757012,50,143776220,51,197203428,13,112609784,False,3305215477,4,51139733,1,87641701,75,110166914,14,90523273,7,41336506
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 44, 29, 46, 20, 265, 20, 16, 34, 25, 36, 64, 65, 38, 23, 21, 60, 21, 22, 108, 47, 48, 57, 23, 244, 99, 57, 100, 122, 56, 57, 69, 24, 123, 1]",13,389461258,26,294170434,14,368091153,15,155117144,True,3307951686,68,199267308,36,133102147,7,144286083,18,156417753,106,406082399
"[20, 15, 76, 16, 237, 39, 20, 34, 36, 46, 29, 46, 25, 46, 46, 64, 65, 46, 46, 60, 23, 21, 22, 46, 108, 46, 47, 48, 1]",59,107981717,7,118531691,4,123723783,111,106476305,False,3292100182,40,11178997,13,27587028,64,196812575,101,258732347,46,175361270
"[20, 15, 76, 16, 237, 29, 38, 42, 64, 38, 46, 25, 65, 60, 23, 21, 46, 22, 108, 47, 244, 48, 57, 23, 99, 100, 21, 8, 8, 115, 116, 61, 59, 60, 129, 58, 235]",70,318662160,41,363004373,50,44197908,60,84635341,False,3303962199,72,127755736,14,141157949,27,95299488,51,90790507,76,374340071
"[20, 15, 76, 16, 44, 20, 15, 76, 77, 46, 20, 34, 36, 29, 265, 38, 64, 25, 65, 38, 60, 23, 21, 22, 46, 108, 47, 48, 57, 56, 122, 69, 24, 123, 61, 59, 60, 60, 129, 58, 235, 56, 57, 109, 69, 110]",1,134038921,60,149108246,97,195969971,26,186864287,True,3289593443,86,129664262,3,130734784,73,357253678,39,192380098,7,150014374
"[34, 16, 20, 44, 44, 39, 29, 25, 38, 64, 65, 38, 265, 23, 38, 101, 56, 38, 101, 102, 46, 38, 46, 46, 60, 46, 23, 21, 22, 108, 46, 47, 48, 21, 8, 115, 116, 58, 61, 59, 60, 129, 235, 216, 216, 216, 216, 216, 216]",7,153216584,1,113810819,16,71078710,110,21270361,True,3313038951,51,105040222,114,86781802,70,105120811,5,118354746,22,26287479
"[20, 15, 76, 16, 39, 20, 16, 34, 20, 46, 15, 76, 77, 36, 29, 265, 46, 25, 46, 64, 65, 46, 60, 46, 23, 46, 21, 22, 38, 108, 47, 48, 21, 8, 115, 116, 24, 57, 58, 96, 9, 58, 118, 119, 55, 247]",64,137382036,70,359068880,7,94762375,27,258163409,True,3305838211,2,371654813,86,151771762,13,389033587,109,282359850,32,104500774
"[20, 15, 76, 16, 237, 39, 38, 29, 44, 20, 15, 76, 77, 38, 44, 265, 25, 38, 265, 46, 64, 65, 21, 46, 23, 60, 22, 108, 47, 48, 1, 21, 8, 115, 116, 30, 58, 61, 59, 60, 129, 235]",7,30133815,87,82376870,1,93857526,103,253019607,True,3301742216,21,112060414,37,95975856,9,126798715,67,88452538,52,190840873
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 237, 237, 39, 29, 39, 38, 46, 46, 25, 46, 64, 65, 46, 38, 60, 23, 21, 22, 108, 46, 23, 56, 101, 46, 102, 38, 47, 48, 38, 21, 8, 115, 116]",86,179795875,95,149108246,75,113155715,57,134685241,False,3319305869,32,339702375,6,344568498,43,163557303,88,385335798,7,195819688
"[20, 15, 76, 237, 16, 39, 20, 15, 76, 77, 46, 29, 25, 46, 46, 64, 65, 60, 46, 38, 23, 21, 22, 108, 57, 46, 23, 244, 99, 100, 47, 48, 21, 8, 115, 116, 9, 118, 58, 119, 61, 59, 60, 129, 58, 235]",14,93469705,70,367006817,110,214458050,3,201556231,True,3319731855,75,369476198,98,58096814,40,115058202,71,166440055,63,121249109
"[20, 15, 76, 16, 39, 34, 20, 36, 28, 12, 88, 46, 38, 29, 46, 25, 265, 64, 46, 65, 46, 38, 60, 23, 21, 46, 22, 108, 257, 46, 47, 48, 57, 23, 244, 99, 100, 45, 257, 1, 24, 122, 56, 57, 69, 123]",41,106594339,70,185872789,40,183554959,14,160547836,True,3323369131,1,97899164,60,139035587,7,112609784,75,129695084,44,47359293
"[20, 15, 76, 237, 16, 39, 20, 15, 76, 77, 29, 25, 38, 64, 46, 38, 65, 60, 23, 46, 21, 22, 46, 108, 47, 48, 23, 57, 244, 99, 100, 1, 58, 9, 118, 119, 257]",8,64980631,107,183648841,7,388767811,86,194445523,False,3307427502,46,166262523,54,115524098,45,317466358,92,99618770,29,183604300
"[20, 15, 76, 16, 237, 11, 12, 238, 239, 28, 12, 88, 29, 38, 25, 46, 64, 65, 38, 23, 21, 22, 38, 60, 108, 47, 38, 48, 23, 56, 101, 102, 60, 61, 59, 129, 38, 58, 235, 1]",114,337575662,104,148603884,86,358735410,14,124305733,False,3298367182,27,87932136,59,378533610,95,168340162,88,117775463,66,116782914
"[20, 15, 76, 16, 20, 34, 36, 39, 29, 38, 25, 38, 38, 46, 64, 65, 46, 21, 60, 23, 46, 22, 108, 46, 47, 48, 57, 46, 56, 122, 24, 122, 69, 123, 61, 59, 60, 129, 58, 235, 58, 57, 39, 24, 96]",7,118882769,5,104289874,107,57600111,70,114467869,False,3291051745,106,117679347,4,212559335,71,359945264,1,44508197,110,271252820
"[20, 15, 76, 16, 39, 29, 20, 16, 34, 38, 36, 29, 46, 265, 25, 38, 46, 64, 46, 65, 46, 60, 23, 21, 22, 108, 46, 24, 57, 56, 69, 122, 46, 123, 47, 48, 21, 8, 115, 116, 60, 58, 61, 59, 129, 235, 8, 25, 165, 166, 55, 157, 158, 55, 247, 47, 220, 9, 58, 118, 119]",41,169025618,51,124811853,68,193288188,72,91382370,False,3296040690,105,351717395,44,99132107,53,89550641,17,237610210,71,183785973
"[20, 15, 76, 16, 237, 39, 20, 15, 76, 77, 29, 38, 25, 38, 64, 65, 46, 46, 23, 21, 22, 46, 60, 108, 46, 47, 48, 1, 57, 23, 244, 99, 100, 40, 60, 61, 59, 129, 58, 235]",67,80480646,101,412387844,63,120853759,25,293066932,False,3305101146,75,122619988,41,59655984,76,86918631,31,123773585,95,41336506
"[20, 15, 76, 237, 16, 39, 29, 34, 38, 20, 25, 38, 36, 46, 46, 46, 38, 64, 38, 65, 60, 46, 38, 23, 21, 46, 38, 22, 108, 47, 48, 56, 57, 69, 24, 122, 123, 9, 118, 58, 119]",110,175437875,65,130638970,32,20024510,81,112609784,True,3323844457,59,176542709,111,157332193,21,88914659,76,230987627,71,115666671
"[20, 15, 76, 16, 39, 20, 34, 265, 36, 38, 39, 38, 29, 25, 64, 38, 65, 38, 38, 46, 60, 23, 21, 22, 46, 108, 47, 38, 48, 1, 9, 58, 118, 119, 21, 8, 115, 116]",18,145132260,23,120901780,13,287249088,14,113152484,True,3289659250,51,255779629,27,379994265,25,258230417,15,104504914,98,122635006
"[20, 15, 76, 16, 237, 20, 15, 76, 77, 44, 43, 29, 38, 25, 38, 64, 65, 38, 57, 46, 60, 23, 21, 46, 22, 108, 46, 47, 48, 188, 1, 9, 56, 122, 69, 24, 123, 21, 8, 115, 116]",37,337151780,71,183785973,7,131769991,93,88826062,True,3323664314,3,39749294,46,152455523,86,121815583,70,94786276,8,100630244
"[20, 15, 76, 16, 20, 15, 76, 77, 29, 38, 20, 34, 25, 38, 36, 38, 64, 38, 65, 38, 60, 38, 23, 21, 22, 108, 46, 46, 47, 48, 57, 56, 69, 122, 24, 123]",71,74258359,99,195210298,16,174702094,40,207487063,False,3323983824,41,130165016,49,160355381,4,401653350,27,143167955,75,203612832
"[20, 15, 76, 16, 237, 39, 29, 25, 64, 65, 60, 23, 21, 46, 22, 108, 46, 1, 47, 48, 38, 21, 115, 8, 115, 116, 61, 59, 60, 129, 58, 235]",51,94381641,36,82366281,110,157602016,95,188287595,True,3290879955,21,91958022,73,409134722,40,6995569,14,200734007,44,188695122
"[20, 15, 76, 16, 39, 20, 15, 76, 76, 77, 38, 29, 38, 46, 25, 46, 64, 65, 46, 38, 38, 60, 21, 38, 46, 23, 22, 38, 108, 46, 47, 48, 38, 1, 38, 56, 57, 69, 122, 24, 123, 21, 8, 115, 116, 38, 57, 58, 24, 96, 30]",32,83535723,40,400923493,64,320301924,8,202418976,True,3310819318,57,104134229,30,120444090,1,113379303,25,113828054,71,72903520
"[20, 15, 76, 237, 16, 39, 20, 15, 76, 77, 29, 38, 25, 38, 64, 46, 65, 38, 60, 38, 23, 21, 22, 108, 46, 57, 56, 46, 69, 46, 47, 48, 122, 24, 24, 123, 24, 57, 58, 96, 1]",36,139942331,75,66668592,104,11097809,83,93782719,False,3305371640,114,339781117,27,86891110,46,276107832,1,161910300,7,97076048
"[20, 15, 76, 237, 16, 39, 20, 15, 76, 46, 77, 25, 64, 65, 46, 29, 38, 46, 23, 46, 60, 21, 46, 22, 108, 46, 257, 47, 48, 57, 23, 244, 99, 100, 1, 58, 61, 59, 60, 129, 235, 56, 57, 109, 69, 110, 21, 8, 115, 116]",29,388767811,75,145042702,41,74408960,64,118258403,True,3301734412,86,2325311,7,83694679,70,202522775,106,173686496,16,108958769
"[20, 15, 76, 237, 16, 39, 29, 25, 39, 46, 64, 65, 46, 23, 60, 21, 22, 108, 47, 48]",64,56029361,41,86745556,65,161356926,14,39901779,False,3307624467,69,199803596,90,174827810,21,145806890,17,52624597,8,55872286
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 46, 29, 38, 46, 20, 34, 2, 38, 36, 46, 46, 2, 50, 46, 46, 60, 23, 21, 46, 22, 108, 46, 1, 46, 9, 118, 46, 58, 119, 29, 47, 48, 56, 57, 69]",87,146504296,95,404054290,83,123394160,104,55584590,True,3301079095,107,402405989,86,74408960,8,73183075,114,314700869,3,152364999
"[20, 15, 76, 16, 20, 15, 76, 77, 29, 46, 265, 25, 46, 46, 64, 65, 38, 60, 23, 21, 46, 46, 22, 108, 46, 47, 48, 1, 58, 61, 59, 59, 60, 129, 235, 118, 9, 58, 119, 56, 57, 109, 69, 110]",21,127886740,41,102833983,71,145806266,87,237214537,True,3316004924,11,183616518,40,92020653,102,73176887,5,135494138,47,119806808
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 39, 20, 39, 46, 29, 38, 25, 16, 34, 46, 36, 46, 46, 64, 65, 46, 46, 60, 23, 21, 46, 22, 108, 46, 46, 23, 57, 244, 99, 100, 1, 46, 47, 48, 24, 56, 57, 122, 69, 123]",15,119137163,7,344475448,9,201739755,27,316390598,True,3319076943,104,100901906,95,99737526,90,23589642,39,126052385,87,107603651
"[20, 15, 76, 16, 44, 46, 29, 46, 34, 20, 36, 25, 38, 265, 46, 64, 65, 23, 21, 46, 22, 60, 108, 47, 48, 1, 56, 57, 69, 122, 24, 123, 61, 59, 60, 129]",57,349352438,95,80102263,14,51203466,33,135072850,True,3297130597,76,104272801,9,126503619,86,107258303,40,101754718,26,54187924
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 38, 46, 42, 34, 29, 20, 36, 46, 28, 12, 88, 25, 46, 64, 65, 46, 60, 23, 46, 21, 22, 108, 46, 56, 57, 69, 46, 122, 46, 24, 123, 9]",87,43990686,14,80997760,2,94297191,93,78799861,False,3317635176,69,102673501,114,247509816,86,185063675,46,162487483,82,254952083
"[20, 15, 76, 16, 39, 39, 29, 44, 20, 16, 34, 38, 36, 265, 25, 46, 64, 65, 46, 46, 60, 46, 46, 23, 21, 22, 108, 46, 46, 47, 48, 1]",44,114500675,60,125758635,7,125845797,25,48107397,False,3324926058,97,320540563,84,57516313,27,89208003,18,147858311,87,86914111
"[20, 15, 76, 16, 20, 15, 76, 77, 29, 20, 46, 34, 36, 25, 38, 64, 65, 60, 46, 23, 21, 22, 22, 108, 46, 40, 47, 40, 48, 56, 24, 57, 69, 122, 123, 1, 58, 61, 59, 60, 129, 235]",107,113727161,10,220369603,30,75369567,89,80649051,False,3319126135,23,66921682,64,59615803,11,81945628,4,106522707,7,113783240
"[20, 15, 76, 16, 237, 44, 34, 46, 29, 25, 38, 64, 38, 65, 46, 46, 60, 46, 20, 16, 36, 23, 21, 38, 22, 46, 38, 108, 23, 46, 57, 244, 99, 100, 46, 46, 47, 48, 21, 8, 115, 116]",88,90048805,27,198673595,1,317814449,7,385448285,False,3304863892,28,89114049,8,119137163,110,115924867,114,203390386,13,244857272
"[20, 15, 76, 16, 39, 46, 20, 15, 76, 77, 29, 38, 64, 265, 25, 65, 38, 244, 46, 60, 23, 21, 46, 22, 108, 46, 47, 48, 23, 57, 99, 100, 1, 56, 57, 122, 69, 24, 123, 58, 61, 59, 60, 129, 235, 56, 57, 69, 109, 110]",5,192262394,97,206853737,42,127466210,86,166979121,False,3319019683,11,96830161,66,417194803,25,175071063,88,184998907,23,106463236
"[20, 15, 76, 16, 39, 29, 2, 38, 50, 25, 38, 64, 46, 65, 20, 16, 34, 36, 265, 46, 23, 60, 23, 21, 22, 108, 1, 46, 38, 46, 29, 47, 48, 56, 57, 69, 24, 122, 123]",41,61236291,71,130498396,56,113732674,21,85098133,True,3292174517,51,78612404,95,11097809,104,382458438,15,147820638,20,214072089
"[20, 15, 76, 237, 16, 44, 20, 46, 15, 76, 46, 77, 29, 20, 34, 38, 36, 25, 46, 46, 64, 65, 38, 46, 46, 60, 23, 21, 22, 108, 47, 48, 23, 244, 99, 57, 100, 21, 8, 115, 116, 58, 61, 59, 60, 129, 235]",7,106787963,14,128782340,42,127981309,75,181292867,False,3315906744,16,87481000,36,68495427,1,158381604,39,116514161,86,64014289
"[20, 15, 76, 14, 16, 39, 20, 15, 76, 77, 29, 265, 20, 34, 36, 46, 46, 25, 64, 65, 46, 46, 23, 60, 23, 21, 46, 46, 22, 108, 1, 47, 48, 21, 8, 115, 116, 24, 56, 57, 69, 122, 123]",86,56029361,97,138424486,44,184310439,16,404652222,True,3317938392,25,48288658,71,115424605,70,33003047,7,33507012,75,179030308
"[20, 15, 76, 16, 237, 39, 20, 16, 34, 36, 29, 38, 265, 46, 64, 25, 65, 38, 46, 38, 46, 23, 46, 60, 46, 21, 22, 108, 46, 47, 48, 24, 56, 57, 69, 122, 123, 21, 8, 115, 116, 61, 59, 60, 129, 58, 235]",108,103126502,5,335872993,86,143213147,8,168926023,False,3299047645,27,112531417,40,154223815,13,283857054,17,126417273,71,102473287
"[20, 15, 76, 16, 20, 34, 39, 36, 29, 13, 25, 46, 46, 46, 64, 65, 20, 72, 46, 73, 28, 244, 184, 38, 185, 23, 57, 244, 99, 100, 38, 60, 23, 21, 22, 108, 46, 47, 48, 24, 56, 57, 69, 122, 123]",14,125567228,28,135158290,86,137372328,54,208134867,False,3324745999,71,151336973,96,168565222,75,182931204,41,121820198,39,352271505
"[20, 15, 76, 237, 16, 39, 29, 265, 46, 25, 46, 46, 38, 64, 38, 46, 65, 60, 23, 46, 21, 22, 46, 108, 1, 46, 47, 48, 60, 61, 59, 129]",32,130157283,69,152364999,95,176616331,5,71507144,True,3303323952,91,89428883,70,101744832,29,212276031,41,125977260,113,138332888
"[20, 15, 76, 16, 39, 46, 20, 29, 265, 34, 36, 46, 25, 64, 38, 65, 60, 23, 21, 22, 108, 1, 23, 57, 244, 99, 100, 46, 56, 57, 69, 46, 122, 24, 123, 47, 48, 58, 61, 59, 60, 129, 235]",59,62670682,101,115524896,104,33376152,5,118354746,False,3311434035,7,121877449,87,114511886,16,145282572,13,190826739,1,166223486
"[20, 15, 76, 16, 39, 39, 34, 46, 20, 36, 29, 38, 25, 46, 38, 265, 46, 46, 46, 64, 38, 65, 47, 48, 38, 38, 60, 38, 21, 23, 22, 108, 1, 237, 21, 8, 115, 116, 58, 61, 59, 60, 129, 235]",40,53266410,87,127658378,7,121790715,71,97178584,True,3301128513,75,116178669,93,400157777,17,110674485,63,193704726,91,99394623
"[20, 15, 76, 237, 16, 12, 12, 20, 20, 34, 34, 16, 20, 16, 36, 20, 237, 237, 39, 29, 12, 38, 28, 88, 25, 46, 38, 64, 65, 46, 38, 23, 56, 101, 102, 38, 38, 60, 23, 21, 46, 22, 108, 47, 48, 1]",23,127798420,63,168102963,58,277444104,16,178853504,True,3318675804,51,35772874,95,216403714,64,131883945,44,42351975,7,47620235
"[20, 15, 76, 237, 16, 39, 28, 12, 88, 46, 43, 29, 20, 14, 74, 75, 212, 46, 38, 46, 25, 46, 46, 64, 65, 46, 46, 46, 38, 46, 60, 23, 46, 38, 21, 22, 46, 38, 108]",87,117847180,49,212338454,57,118661272,71,235505993,True,3323066731,70,104635607,86,92901440,113,198870821,62,30001447,28,162617262
