invokerItems,invokerSideHero1,invokerSideHero1Steam,invokerSideHero2,invokerSideHero2Steam,invokerSideHero3,invokerSideHero3Steam,invokerSideHero4,invokerSideHero4Steam,invokerSideRadiant,matchId,otherSideHero1,otherSideHero1Steam,otherSideHero2,otherSideHero2Steam,otherSideHero3,otherSideHero3Steam,otherSideHero4,otherSideHero4Steam,otherSideHero5,otherSideHero5Steam
"[20, 15, 76, 16, 39, 20, 16, 34, 36, 265, 29, 39, 42, 25, 46, 38, 64, 65, 46, 46, 38, 23, 57, 244, 99, 100, 46, 23, 21, 22, 60, 108, 46, 47, 48, 24, 56, 57, 69, 122, 123, 118, 118, 118, 9, 58, 119, 58, 61, 59, 60, 129, 235]",72,168143840,14,208407289,3,67200576,41,152455523,False,3300370626,99,243145461,25,129610677,71,89208003,112,132963836,95,121790715
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 39, 44, 38, 46, 20, 15, 76, 38, 77, 29, 38, 25, 265, 34, 20, 38, 36, 46, 46, 64, 65, 46, 60, 23, 46, 21, 46, 22, 25, 17, 257, 63, 108, 6, 189, 190]",51,180020795,68,51791291,13,54151884,81,86817707,True,3323455689,41,110534433,11,173686496,83,337151780,104,352327185,58,20603135
"[20, 15, 76, 16, 44, 29, 15, 20, 76, 77, 20, 34, 36, 38, 25, 46, 46, 64, 46, 46, 65, 38, 60, 23, 38, 21, 46, 22, 108, 47, 48, 1]",41,165646345,63,114475804,110,57980262,2,93680869,False,3308906700,95,108454938,27,158368389,55,147796322,107,123536280,93,165354771
"[20, 15, 76, 237, 16, 39, 46, 20, 15, 76, 77, 29, 25, 265, 46, 64, 38, 38, 46, 65, 23, 21, 60, 23, 21, 22, 108, 57, 23, 244, 99, 46, 100, 46, 47, 48, 1, 9, 118, 58, 119]",7,134924007,25,86951947,36,113004828,1,114939911,False,3311773916,75,108054605,62,181009174,85,92540502,46,213673429,18,366754677
"[20, 15, 76, 16, 39, 29, 20, 16, 34, 38, 265, 36, 25, 38, 38, 64, 65, 23, 38, 46, 21, 22, 60, 108, 46, 47, 48]",102,259938820,71,387472549,39,409030187,36,36380712,True,3291678941,80,141690998,11,204655516,75,361693604,23,117001234,51,127696671
"[20, 15, 76, 237, 16, 39, 38, 20, 15, 76, 77, 16, 29, 46, 265, 29, 46, 25, 64, 65, 60, 21, 23, 22, 108, 46, 1, 244, 47, 48]",87,117847180,41,86781802,14,227514326,56,35950371,True,3319064797,93,101919341,27,239629377,13,116178669,71,149604541,65,136480587
"[20, 15, 76, 16, 16, 237, 237, 44, 39, 46, 265, 29, 38, 34, 46, 46, 25, 46, 64, 65, 46, 60, 38, 46, 46, 23, 21, 22, 46, 108, 1, 46, 46]",70,342188063,14,258033865,26,82709828,36,123009063,False,3309283582,33,106278629,95,375400735,51,116233774,11,129006536,21,121877449
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 46, 39, 38, 20, 34, 265, 36, 46, 38, 29, 25, 64, 38, 38, 65, 23, 60, 23, 21, 22, 108, 46, 60, 61, 59, 129, 47, 48, 58, 235, 56, 57, 69, 122, 24]",70,99426092,71,100350378,31,148911325,7,79422027,True,3311503682,23,193608560,92,155920891,40,145627421,4,111731904,11,101123912
"[20, 15, 76, 16, 44, 20, 15, 76, 77, 38, 29, 25, 46, 46, 64, 65, 46, 60, 23, 46, 21, 46, 22, 108, 1, 38, 24, 56, 57, 69, 122, 123, 47, 48, 58, 61, 59, 60, 129, 235]",28,335129636,84,422544840,42,276856740,86,186122390,True,3296790880,2,63724384,68,116899535,14,382651008,4,238898522,40,56234840
"[20, 15, 76, 237, 16, 39, 39, 38, 46, 29, 265, 25, 34, 20, 16, 16, 46, 36, 46, 38, 64, 65, 60, 23, 21, 22, 22, 46, 108, 38, 47, 48]",93,207605256,70,66402854,22,195551410,3,344656480,True,3303483769,13,58727278,1,240394895,87,258883428,104,252351357,2,110106570
"[20, 15, 76, 16, 29, 39, 20, 34, 16, 36, 25, 64, 38, 65, 46, 23, 46, 21, 22, 60, 108, 46, 47, 48, 1, 24, 56, 57, 122, 69, 123, 61, 59, 60, 129, 58, 58, 235, 56, 57, 56, 109, 69, 110]",5,340358784,44,298939511,14,180510133,48,130886943,True,3317991814,93,194553136,90,187280937,97,266718920,35,105970110,30,139737166
"[20, 15, 76, 16, 44, 29, 20, 34, 36, 38, 265, 25, 64, 65, 60, 23, 38, 21, 22, 108, 47, 48, 1, 61, 59, 60, 129, 58, 235]",101,118106463,69,401792574,41,53438892,70,340701783,True,3299379602,47,215311917,37,127837334,14,114034111,48,108381732,99,97995227
"[20, 15, 76, 16, 39, 20, 15, 76, 76, 77, 38, 29, 20, 34, 38, 36, 25, 38, 64, 38, 65, 38, 38, 60, 23, 38, 21, 22, 38, 38, 46, 108, 46, 47, 48, 38, 24, 56, 57, 69, 122, 122, 38, 123, 1, 58, 57, 57, 24, 57, 96, 21, 8, 115, 116, 56, 57, 109, 69, 110]",57,82203429,16,75674995,101,131149806,56,147049654,False,3323161015,114,103868799,21,108958769,40,293066932,76,86781802,86,76361455
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 39, 29, 25, 38, 64, 38, 65, 38, 46, 23, 38, 21, 22, 38, 60, 108, 46, 47, 48, 23, 57, 244, 99, 100, 1]",33,134995102,101,128175373,18,21853297,7,116027855,False,3306301949,4,299916817,75,90600230,80,277751156,86,130682050,15,415567952
"[20, 15, 76, 16, 39, 64, 25, 65, 38, 29, 20, 34, 36, 244, 46, 57, 38, 23, 99, 100, 60, 46, 23, 21, 46, 22, 108, 46, 47, 48, 1, 24, 56, 57, 122, 69, 123, 58, 61, 59, 60, 129, 235, 55, 247]",54,175657779,27,122069145,23,86824794,13,98885811,True,3314895378,18,171981096,2,56351509,87,158039779,113,377937127,110,126884698
"[20, 15, 76, 16, 39, 34, 29, 25, 46, 46, 64, 38, 65, 46, 38, 38, 60, 23, 21, 22, 108, 46, 46, 46, 46, 23, 57, 244, 99, 100, 47, 48, 56, 57, 122, 69, 24, 123]",14,165880637,48,285477048,87,331881905,110,137669184,True,3306736150,7,214696835,75,113967694,8,162396703,39,94551417,60,183846147
"[20, 15, 76, 237, 16, 39, 20, 15, 76, 77, 25, 64, 65, 38, 29, 46, 38, 265, 23, 21, 22, 46, 60, 108, 47, 48, 38, 1, 57, 56, 69]",9,201739755,4,400157777,59,195645410,7,205517338,False,3319204472,2,180020795,76,195001460,90,115293699,26,33575706,1,120631204
"[20, 15, 76, 16, 39, 20, 34, 38, 36, 29, 265, 38, 25, 38, 64, 38, 65, 46, 43, 46, 38, 60, 46, 23, 21, 22, 108, 23, 56, 101, 102, 46, 24, 56, 57, 69, 122, 123, 46, 47, 48, 39, 9, 118, 58, 119]",48,300407471,28,92253768,68,112179882,2,115646751,False,3308677752,57,187583696,23,144205561,86,125977260,59,133558180,11,244857272
"[20, 15, 76, 16, 39, 20, 16, 44, 29, 38, 46, 34, 265, 36, 64, 25, 65, 60, 21, 38, 23, 22, 46, 108, 23, 57, 46, 46, 57, 244, 99, 100, 47, 48, 30, 1, 61, 59, 60, 129]",16,67635296,83,127821857,65,193288188,93,359150735,False,3295963772,90,46038096,18,119137163,11,316418025,36,192733822,107,86169030
"[20, 15, 76, 16, 39, 20, 15, 76, 76, 77, 29, 25, 38, 64, 38, 65, 46, 60, 46, 23, 21, 22, 38, 108, 23, 38, 57, 244, 99, 100, 46, 47, 48, 58, 61, 59, 60, 129, 235]",62,4945631,79,349825118,93,119894468,13,111657791,True,3301460616,83,18197502,23,68308873,70,50580004,14,104249131,21,179256735
"[20, 15, 76, 237, 16, 39, 29, 20, 16, 34, 36, 20, 15, 76, 77, 29, 25, 38, 64, 38, 65, 265, 46, 46, 21, 60, 23, 22, 108, 46, 47, 48, 38, 38, 24, 56, 57, 69, 122, 123, 1, 47, 220]",18,104007482,97,123723240,75,284520630,71,151979776,False,3317418648,47,101736111,25,203612832,7,120991780,88,150924752,50,166516477
"[20, 15, 76, 16, 16, 20, 15, 77, 76, 16, 237, 237, 44, 20, 15, 76, 77, 46, 38, 29, 265, 38, 46, 25, 46, 46, 64, 65, 38, 23, 21, 38, 60, 46, 38, 22, 46, 108, 38, 46, 47, 48, 21, 8, 42, 115, 116, 61, 59, 60, 129, 58, 235, 188, 38, 118, 9, 58, 119, 38, 47, 220]",27,118563701,81,109650474,102,377526417,14,29149765,False,3297200854,60,395067227,98,162191327,7,231581709,76,336125842,112,58560994
"[20, 15, 76, 16, 39, 20, 34, 36, 20, 15, 76, 77, 38, 46, 25, 29, 46, 64, 38, 65, 23, 46, 46, 21, 22, 60, 108, 1, 47, 48, 57, 58, 24, 96]",104,324816582,3,131754252,86,333614950,70,232705189,True,3325848280,72,133661377,9,34986180,97,80005908,63,105334927,28,76946168
"[20, 15, 76, 16, 39, 46, 46, 29, 20, 34, 265, 36, 25, 46, 46, 64, 65, 60, 21, 22, 46, 23, 108, 47, 48, 1, 24, 56, 57, 122, 69, 122, 123, 9, 55, 4, 111, 112, 60, 61, 59, 129, 58, 235, 56, 57, 109, 69, 110]",23,131265451,5,95829379,110,178501825,95,129257026,True,3300289248,14,26965808,9,117643620,18,11962194,64,193404689,108,44492964
"[20, 15, 76, 16, 39, 29, 20, 34, 38, 36, 265, 25, 38, 38, 64, 65, 57, 60, 23, 21, 22, 108, 47, 48, 1, 56, 69, 38, 40, 122, 24, 123, 9, 118, 58, 119, 58, 61, 59, 60, 129, 235]",82,91460843,33,92847434,27,6922000,100,26356855,False,3311708919,86,112497739,69,396388088,11,366137776,84,34505203,10,116102145
"[20, 15, 76, 16, 237, 39, 20, 15, 76, 77, 46, 46, 265, 29, 38, 2, 2, 34, 50, 38, 25, 46, 64, 40, 65, 60, 23, 21, 46, 46, 22, 108, 57, 23, 99, 244, 100, 46, 46, 57, 56, 69, 122, 24, 123]",26,127702410,54,111436716,7,114837542,14,332176303,False,3290213135,55,92539308,23,71802268,9,132848993,11,18650176,112,92666205
"[20, 15, 76, 237, 16, 39, 46, 29, 25, 265, 46, 46, 64, 65, 46, 244, 46, 23, 46, 56, 101, 102, 46, 46, 60, 46, 21, 23, 22, 46, 108, 46, 47, 48, 56, 57, 69, 122, 24, 123]",75,122483440,62,158423101,16,179210405,8,141481458,False,3310308112,2,63371748,51,85395195,25,258163409,56,159074429,86,173461386
"[20, 15, 76, 16, 237, 46, 29, 38, 25, 64, 38, 65, 23, 38, 46, 21, 60, 22, 38, 108, 46, 38, 46, 47, 48, 61, 59, 60, 129, 58, 235, 21, 8, 115, 116]",63,115331673,15,113995822,86,92949094,114,163412839,False,3308997393,13,96183976,87,96811367,69,91735466,29,131467881,81,109847689
"[20, 15, 76, 16, 39, 34, 39, 20, 16, 36, 29, 265, 25, 46, 38, 64, 65, 60, 46, 21, 23, 46, 22, 108, 46, 47, 48, 1, 43, 218, 21, 8, 115, 116, 39, 56, 57, 122, 69, 24, 123, 40, 9, 118, 47, 220, 58, 119, 55, 247, 43, 43, 56, 57, 56, 109, 69, 110, 42, 42, 218, 30, 43]",71,148603884,69,145335241,1,162605444,65,103126502,False,3307375417,34,186888336,7,336152693,93,371286969,105,285528720,53,217777702
"[20, 15, 76, 44, 237, 16, 16, 237, 16, 237, 39, 29, 39, 38, 46, 46, 25, 46, 64, 46, 65, 46, 46, 46, 1, 46, 21, 60, 22, 23, 108, 46, 47, 48, 56, 57, 69, 56, 57, 69, 122, 58, 61, 59, 60, 129, 235, 24, 123]",7,129051065,26,99180990,113,256881484,64,115137557,False,3320171338,86,43605999,23,121932994,93,105249156,1,82088670,97,175135449
"[20, 15, 76, 16, 34, 39, 29, 20, 16, 36, 25, 46, 64, 65, 60, 23, 21, 46, 46, 22, 108, 47, 48, 244, 23, 57, 99, 100, 1, 118, 9, 58, 119]",13,94374420,70,211531481,3,250733860,7,377896362,True,3289713505,8,86906439,99,86762037,26,345803031,88,97641851,97,104527285
"[20, 15, 76, 16, 15, 20, 76, 77, 39, 38, 29, 20, 34, 38, 36, 46, 25, 46, 64, 65, 38, 60, 38, 23, 21, 46, 22, 108, 46, 46, 47, 48, 1, 21, 8, 115, 116, 118, 9, 58, 119, 23, 17, 105, 106, 105, 193, 105, 194]",10,91735466,65,93845249,86,207164049,71,87278757,True,3293285233,75,151069590,76,113372833,72,93552791,60,117015167,7,91234552
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 29, 20, 16, 34, 46, 36, 25, 46, 64, 38, 65, 23, 46, 21, 46, 60, 22, 46, 38, 108, 47, 38, 48, 56, 57, 69, 38, 122, 24, 123, 118, 9, 58, 119, 58, 57, 24, 96]",88,11550182,95,100375847,64,114817642,41,86817084,True,3319876482,27,159020918,8,109490736,97,337151780,58,316894986,16,67200576
"[20, 15, 76, 20, 15, 77, 76, 16, 16, 39, 20, 15, 76, 77, 29, 38, 25, 38, 38, 64, 65, 46, 46, 20, 16, 34, 36, 57, 23, 244, 99, 100, 52, 37, 176]",64,135998455,95,102300736,21,185464928,14,34316678,False,3325676426,106,374818694,87,98286671,57,324218765,81,163806560,75,270293472
"[20, 15, 76, 16, 39, 20, 34, 38, 36, 29, 38, 46, 46, 25, 64, 65, 60, 23, 21, 22, 108, 46, 46, 23, 57, 244, 99, 100, 46, 47, 48, 21, 8, 115, 116, 23, 56, 101, 102, 61, 59, 60, 129, 58, 235]",88,157458697,14,240479231,112,110302184,6,91388777,True,3322137486,59,150674829,106,117645963,7,114335710,28,125654235,111,183804436
"[20, 15, 76, 16, 39, 44, 46, 20, 15, 76, 77, 29, 25, 64, 38, 39, 65, 28, 20, 13, 72, 244, 73, 184, 185, 38, 46, 60, 23, 21, 22, 46, 108, 46, 47, 48, 1, 60, 61, 59, 129, 38, 58, 235]",70,196012404,29,122499534,71,195254520,37,86953613,True,3313281944,86,40066740,85,124069953,11,42989814,76,158941459,31,105525324
"[44, 20, 15, 76, 16, 34, 15, 15, 20, 76, 77, 20, 15, 76, 77, 46, 29, 25, 38, 64, 46, 38, 65]",96,108958769,81,69558914,75,233861262,12,6460687,False,3288861625,7,198673595,57,117986722,71,91482449,44,117669642,112,231581709
"[20, 15, 76, 16, 44, 46, 20, 34, 46, 36, 29, 265, 25, 46, 64, 65, 60, 46, 23, 21, 22, 108, 46, 38, 47, 48, 1, 38, 23, 57, 244, 99, 99, 100, 24, 56, 57, 122, 69, 123]",26,322472691,93,412451073,98,101953608,23,173998805,False,3310889943,14,142992076,67,345740059,9,103178184,102,101938115,39,250830408
"[11, 12, 238, 44, 20, 15, 76, 77, 25, 64, 65, 29, 20, 13, 72, 244, 73, 184, 28, 38, 185, 60, 23, 46, 21, 22, 108, 24, 56, 57, 69, 122, 123]",31,135408856,5,117145590,93,80575156,44,151348090,True,3318213642,82,91596609,14,144617983,1,65999069,47,127220108,16,206256782
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 38, 29, 46, 20, 34, 36, 265, 46, 25, 38, 64, 38, 65, 46, 60, 23, 21, 46, 22, 108, 46, 47, 48, 1, 38, 21, 8, 115, 116, 61, 59, 60, 129, 58, 235, 57, 58, 24, 96, 46]",1,124069953,65,89550641,71,83516705,5,61098207,True,3321646092,67,400157777,100,404150207,76,103651950,7,387228584,22,191769799
"[20, 15, 76, 16, 46, 29, 265, 25, 38, 46, 64, 65, 23, 57, 244, 99, 100, 60, 23, 21, 22, 108, 47, 48, 24, 56, 57, 69, 122, 123, 61, 59, 60, 129, 58, 235, 257, 9, 58, 118, 9, 119, 43, 43, 42, 43, 218, 43, 218]",42,189591987,60,87678698,5,131507158,86,324649105,True,3321973790,87,113660890,82,95794457,70,32128719,100,176161753,7,32776052
"[20, 15, 76, 237, 16, 39, 44, 20, 15, 76, 77, 29, 38, 20, 16, 34, 36, 25, 46, 64, 38, 65, 60, 21, 38, 23, 22, 38, 108, 47, 38, 48, 1, 24, 56, 57, 122, 69, 122, 123, 58, 61, 59, 60, 129, 235]",71,400528418,7,89089384,44,89380316,20,370574403,False,3323726886,101,114428354,4,115524896,99,332404781,93,121011902,87,330567291
"[45, 42, 244, 44, 38, 46, 29, 84, 42, 265, 34, 28, 12, 88, 46, 42, 257, 42, 2, 46, 2, 50, 20, 12, 91, 46, 42, 265, 42, 92, 43, 218, 46, 23, 42, 43, 218, 57, 99, 46, 42, 100, 43, 43, 218, 188, 30, 46, 42, 26, 27, 16, 93, 94, 43, 218, 46]",36,123255564,4,225881543,43,134778730,67,277484070,True,3309055038,110,204111028,38,430580910,14,68511849,93,99351686,13,111704382
"[20, 15, 76, 16, 38, 39, 20, 15, 38, 76, 46, 29, 38, 77, 46, 20, 34, 265, 38, 36, 25, 38, 64, 38, 65, 60, 23, 21, 22, 108, 46, 47, 48, 1, 21, 8, 115, 116]",36,61482526,71,52798884,27,110427852,6,182993582,False,3319286876,16,93704137,95,24534272,79,107033780,107,51836201,106,65166008
"[20, 15, 76, 16, 39, 34, 44, 20, 29, 265, 36, 25, 265, 46, 64, 65, 46, 265, 60, 23, 21, 22, 108, 23, 57, 244, 99, 100, 46, 47, 48]",42,155162307,7,114122898,23,295102376,112,104604969,True,3317828702,41,300987537,4,104674968,25,137209698,33,106723574,37,70827443
"[20, 15, 76, 16, 39, 29, 20, 34, 38, 36, 25, 38, 42, 38, 64, 65, 46, 38, 265, 60, 46, 23, 21, 46, 22, 46, 108, 47, 48, 1, 38, 56, 57, 122, 69, 24, 123, 58, 61, 59, 60, 129, 235]",64,96189126,1,43276219,88,117986722,62,181009174,True,3301723244,14,184969054,94,86930446,111,86888032,8,105470669,33,86750262
"[20, 15, 76, 16, 29, 2, 38, 2, 38, 50, 265, 20, 12, 91, 38, 92, 46, 25, 46, 64, 65, 23, 46, 56, 46, 101, 102, 60]",40,133911714,80,289152762,44,109650474,62,141931685,True,3306228851,41,122372779,71,115424605,9,406649556,26,375052400,56,86835176
"[20, 15, 76, 16, 237, 39, 20, 15, 76, 77, 44, 20, 16, 34, 36, 39, 46, 29, 38, 25, 38, 64, 65, 46, 46, 60, 23, 21, 46, 22, 108, 47, 48, 23, 57, 244, 99, 99, 57, 100, 1, 21, 8]",75,90200219,71,53185845,57,338155626,4,113693708,True,3317927113,37,86759138,36,112464030,101,125326675,2,408986077,76,401792574
"[20, 15, 76, 20, 15, 77, 76, 16, 16, 39, 46, 34, 20, 15, 76, 77, 20, 16, 36, 29, 46, 25, 265, 38, 64, 65, 46, 23, 21, 22, 60, 108, 46, 1, 56, 57, 122, 69, 46, 24, 123, 24, 22, 18, 169, 146, 170, 147]",14,108163425,55,174021571,7,134594415,44,169696774,True,3317411034,86,89114049,1,329447300,106,283555476,39,399689623,9,244661056
"[20, 15, 76, 237, 16, 20, 15, 77, 76, 237, 16, 39, 29, 20, 16, 34, 36, 38, 25, 64, 65, 46, 60, 23, 21, 22, 108, 46, 46, 1, 46, 47, 48, 24, 56, 57, 69, 122, 123]",8,114015532,110,115905234,64,115909501,71,169989115,True,3305458917,104,162773685,36,109650474,5,74408960,7,82207597,82,117142919
"[20, 15, 76, 237, 16, 28, 38, 29, 29, 28, 12, 88, 46, 25, 64, 65, 38, 46, 38, 60, 46, 23, 46, 21, 22, 108, 46, 47, 48, 24, 56, 57, 69, 122, 123, 42, 188, 9, 58, 118, 119]",18,81374090,30,87408131,68,101576833,88,109299666,True,3305630954,46,114671743,71,196363062,50,25582358,29,18480611,93,44742734
"[20, 15, 76, 237, 16, 39, 29, 39, 29, 39, 38, 25, 38, 46, 39, 46, 64, 65, 46, 60, 23, 21, 46, 22, 108, 46, 21, 46, 8, 115, 46, 116, 24, 56, 57, 69, 122, 123, 47, 47, 48]",57,92532887,1,324679650,71,185291766,105,114831365,True,3297078548,79,87604913,108,123583095,94,86047456,90,219225327,28,20603135
"[20, 15, 76, 16, 11, 12, 238, 239, 46, 25, 29, 46, 28, 12, 88, 38, 64, 38, 65, 23, 38, 46, 46, 60, 21, 22, 108, 23, 56, 101, 102]",87,310905275,19,114596500,8,241519559,80,175590488,True,3312274777,1,184940093,23,404579778,40,96781098,17,375052400,32,52412644
"[20, 15, 76, 237, 16, 39, 29, 44, 46, 20, 16, 34, 36, 25, 46, 38, 64, 38, 65, 46, 38, 60, 46, 23, 21, 22, 108, 38, 38, 1, 46, 46, 46, 47, 48, 38, 24, 56, 57, 69, 122, 38, 123, 24, 58, 57, 96, 237, 21, 8, 115, 116]",95,157649366,87,196524081,88,191769799,7,125767874,True,3294055775,110,168974766,60,197547532,4,57260759,40,62776201,13,150848101
"[20, 15, 76, 237, 16, 39, 20, 44, 15, 76, 77, 29, 39, 38, 25, 38, 64, 65, 38, 60, 23, 38, 21, 46, 22, 38, 46, 108, 47, 48, 56, 57, 69, 122, 24, 123, 61, 59, 60, 129, 58, 235, 57, 24, 58, 96]",87,372364816,105,156318846,51,205503937,70,207605256,False,3321957746,26,130379252,106,111731904,21,141420579,22,340761502,8,295823798
"[20, 15, 76, 16, 39, 34, 20, 36, 20, 15, 76, 77, 29, 46, 46, 25, 46, 46, 46, 64, 65, 46, 46, 60, 46, 23, 21, 22, 108, 46, 47, 48, 23, 57, 244, 99, 100, 56, 57, 69, 122, 24, 123, 1]",56,138348855,14,108076780,107,157011430,36,180856189,True,3321646455,71,133144133,63,203612832,106,120752649,20,119762067,15,207221828
"[20, 15, 76, 16, 237, 44, 29, 38, 25, 38, 265, 64, 38, 65, 38, 60, 23, 46, 38, 21, 22, 108, 46, 46, 23, 101, 56, 102, 46, 118, 46, 9, 58, 119, 47, 48]",26,9873408,57,32008530,71,113493125,63,154903318,True,3320049031,27,86834858,62,81371770,11,2923017,61,86047456,10,257471783
"[20, 15, 76, 16, 237, 20, 20, 15, 76, 77, 29, 46, 265, 25, 64, 65, 23, 21, 22, 46, 60, 108, 47, 48, 244, 99, 23, 57, 100, 56, 57, 122, 69, 24, 123, 118, 9, 58, 58, 119]",26,113954405,14,100380469,81,169709002,7,115075449,False,3293056395,11,207613347,67,228022439,51,339202943,23,391624174,75,172308675
"[20, 15, 76, 16, 237, 29, 38, 244, 20, 15, 76, 77, 46, 46, 25, 46, 64, 65, 46, 38, 60, 46, 23, 21, 22, 108, 47, 48, 1, 38, 8, 21, 8, 115, 116, 39, 56, 57, 122, 69, 24, 123]",2,122623954,28,154166806,26,97033142,4,52798884,True,3309120910,14,99611577,86,107603651,7,89724202,76,103977871,70,136025786
"[20, 15, 76, 20, 15, 77, 76, 16, 16, 20, 34, 34, 39, 44, 16, 36, 29, 46, 265, 25, 38, 38, 64, 38, 65, 57, 38, 23, 244, 99, 100, 46, 60, 21, 46, 46, 23, 22, 108, 47, 48, 21, 8, 115, 116, 24, 56, 57, 122, 69, 123]",114,169475850,97,214853734,1,123172078,101,126844263,False,3320057235,34,370165392,84,374132536,93,54475939,7,38546388,92,126968387
"[20, 13, 72, 16, 39, 29, 265, 38, 237, 25, 46, 46, 64, 65, 20, 13, 72, 46, 72, 73, 46, 46, 23, 205, 206, 38, 46, 46, 60, 23, 21, 46, 38, 22, 108, 46, 46, 1, 46, 47, 48, 21, 8, 115, 116, 58, 61, 59, 60, 129, 235]",63,98462965,88,146322470,93,122441402,5,108426631,False,3305958829,90,399596141,9,92231506,8,67760037,84,107313421,65,113468137
"[20, 15, 76, 237, 16, 39, 20, 34, 20, 36, 29, 39, 265, 46, 46, 39, 25, 64, 65, 38, 60, 23, 46, 21, 22, 108, 46, 47, 38, 48, 1, 21, 115, 8, 116, 24, 122, 56, 57, 69, 123, 58, 61, 59, 60, 129, 235, 58, 9, 118]",86,101542747,35,172078939,55,69425148,16,376915339,False,3298987470,42,120229418,5,301040197,88,155921098,75,235909850,51,132181064
"[20, 15, 76, 16, 39, 2, 29, 38, 46, 2, 46, 20, 50, 34, 265, 36, 20, 12, 91, 38, 92, 244, 46, 23, 57, 99, 100, 46, 46, 60, 23, 21, 22, 108, 46, 46, 25, 64, 65, 46, 46, 21, 8, 115, 116, 38, 1, 29, 47, 48, 58, 61, 59, 60, 129, 235]",42,26316691,96,88172847,86,412753955,14,86700461,False,3292180010,33,296226696,23,119180054,40,120613892,75,147796322,11,91064780
"[20, 15, 76, 16, 39, 20, 34, 36, 29, 38, 64, 25, 65, 38, 46, 38, 23, 60, 21, 46, 22, 46, 108, 47, 48, 56, 57, 122, 69, 24, 123, 118, 9, 58, 119]",32,120399191,80,153216584,88,123497536,112,66007204,False,3309465135,23,131265451,16,182902404,25,283699712,81,100678344,98,240999121
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 34, 39, 46, 29, 29, 38, 25, 64, 38, 20, 65, 36, 23, 21, 22, 60, 108, 46, 47, 48, 40, 1, 56, 57, 69, 122, 24, 123, 58, 61, 59]",77,195736641,30,115168366,104,170638230,107,214150763,False,3290263129,11,126346219,39,256744975,84,252753735,97,278845826,54,341596892
"[20, 15, 76, 237, 16, 39, 29, 28, 46, 12, 20, 265, 88, 244, 46, 57, 14, 74, 75, 212, 46, 46, 46, 23, 99, 46, 100, 46, 60, 23, 46, 21, 22, 108, 46, 46, 46, 24, 46, 122, 56, 57, 69, 123, 46, 46, 47, 48, 40]",37,116287390,3,56212550,42,103651950,2,115032022,False,3315756648,71,78898894,25,84534848,106,118625894,55,84137713,101,300891976
"[20, 15, 76, 16, 39, 46, 29, 25, 46, 38, 38, 64, 65, 38, 60, 23, 21, 22, 108, 46, 47, 48, 1, 244, 56, 57, 69, 122, 24, 123, 57, 58, 24, 96, 10, 28, 19, 97, 67, 98, 3, 2, 148, 149, 3, 2, 148, 149, 245, 250]",41,96133582,86,199822787,88,299825722,23,194524065,False,3310587501,7,148210073,8,104856622,1,109847689,112,98459866,16,163458082
"[20, 15, 76, 16, 39, 20, 34, 38, 36, 29, 265, 46, 64, 25, 65, 38, 46, 23, 21, 22, 60, 108, 46, 46, 47, 46, 48, 23, 57, 244, 99, 99, 100, 56, 57, 122, 69]",37,97624319,7,97899164,14,99416461,80,83694679,False,3296661120,58,86746912,11,79585813,113,89444959,101,41336506,69,1576542
"[20, 15, 76, 16, 39, 29, 25, 64, 38, 38, 65, 46, 38, 60, 46, 23, 38, 46, 21, 22, 108, 46, 23, 56, 101, 102, 46, 47, 48, 56, 57, 122, 69, 42, 24, 123, 21, 18, 262, 236, 263, 60, 61, 59, 129]",3,116027855,102,196815722,13,134995102,23,101615581,True,3308867246,103,87015699,76,93537573,10,116237585,70,101729756,51,129355676
"[20, 15, 76, 16, 39, 46, 20, 15, 76, 77, 29, 38, 46, 25, 46, 46, 64, 65, 46, 60, 21, 38, 23, 22, 108, 46, 47, 48, 21, 8, 115, 115, 116, 56, 57, 69, 122, 24, 123]",41,101778502,37,62001618,15,141824857,14,143444423,False,3318984373,35,235589923,16,76104605,4,226736605,26,107947584,88,111987674
"[20, 15, 76, 16, 39, 39, 29, 34, 20, 265, 36, 25, 64, 38, 65, 38, 23, 21, 22, 60, 108, 46, 46, 47, 48, 24, 56, 57, 69, 122, 123, 1, 58, 61, 59, 60, 129, 235]",8,351659733,7,254502939,102,128145498,86,145939117,False,3297160891,2,165387334,25,365350803,52,348119361,4,339911561,84,219042318
"[20, 15, 76, 237, 16, 20, 15, 76, 77, 38, 39, 46, 29, 25, 64, 38, 65, 46, 38, 60, 46, 23, 21, 22, 46, 108, 57, 46, 23, 99, 244, 100, 46, 47, 48, 24, 122, 56, 57, 69, 123]",58,142178392,108,364754584,40,295730800,70,162274034,False,3305287383,104,207094205,25,290716460,7,197235920,93,122447970,83,104747843
"[20, 15, 76, 16, 20, 15, 76, 77, 29, 20, 34, 36, 25, 46, 64, 65, 23, 21, 22, 60, 108, 47, 48, 1, 8, 240, 168, 244, 23, 57]",1,387155200,40,399909246,104,86970657,75,138412990,False,3325652705,27,175180599,41,178894519,107,242660360,35,97238375,110,404838905
